대분류코드,대분류명,중분류코드,중분류명,품목코드,품목명,등급,정의
A,기구·기계,A09000,내장 기능 대용기,A09220.04,복막 투석액 주입용 튜브·카테터,2,복막 투석장치의 사용 없이 복막 투석액을 주입하거나 체강으로부터 배액하기 위해 사용하는 튜브·카테터로 복막 투석액이 담기는 백과 분리되지 않고 연결된 튜브·카테터도 포함한다.
A,기구·기계,A09000,내장 기능 대용기,A09230.01,인공 신장기용 정수장치,3,투석에 사용하는 물을 정화하는 장치
A,기구·기계,A09000,내장 기능 대용기,A09230.02,인공 신장기용 정수 여과기,3,인공 신장기에 장착되어 물 또는 인공 신장 투석액을 정화하기 위하여 세균이나 내독소(endotoxin) 등을 제거하는 여과기
A,기구·기계,A09000,내장 기능 대용기,A09240.01,인공 신장기용 혈액 여과기,3,"혈액 투석에 사용하는 여과기로서 중공사형, 코일형, 적층형 등이 있다."
A,기구·기계,A09000,내장 기능 대용기,A09240.02,투석용 주사제 여과기,3,고효율 투석 시 환자 몸에 주입할 주사액을 투석액으로부터 직접 여과를 통해서 제조하는 기구
A,기구·기계,A09000,내장 기능 대용기,A09250.01,혈액 관류장치,3,"환자의 혈액을 활성탄소, 레진 등의 흡착 물질 또는 혈액 여과기 등을 사용하여 혈액 내의 독, 약물 등을 제거하는 데에 사용하는 장치"
A,기구·기계,A09000,내장 기능 대용기,A09260.01,체외형 심장박동기,3,"심장에 자극을 주고자 주기적인 전기 펄스를 발생시키는 기구로서 심장박동기 이식 중 일시적 대체, 심장 수술 시 또는 심근 경색 환자의 불규칙 박동을 조절하기 위한 기구"
A,기구·기계,A09000,내장 기능 대용기,A09270.01,이식형 심장박동기,4,심장에 주기적인 전기 자극 펄스를 주는 이식용 기구
A,기구·기계,A09000,내장 기능 대용기,A09280.01,이식형 심장박동기 전극,4,이식형심장박동기와 심장에 연결되는 절연 전도체 전극. 펄스 발생기로부터 심장에 전기적 자극을 전달 및/또는 펄스 발생기에 심장의 전기적 신호를 전달한다.
A,기구·기계,A09000,내장 기능 대용기,A09280.02,체외형 심장박동기 전극,4,체외형 심장박동기와 심장에 연결되는 절연 전도체 전극. 펄스 발생기로부터 심장에 전기적 자극을 전달 및/또는 펄스 발생기에 심장의 전기적 신호를 전달한다.
A,기구·기계,A09000,내장 기능 대용기,A09285.01,심장 박동기 분석기,3,심장박동기 시술 시 심장박동기와 연결된 전극을 시험하여 심장박동기의 정상 작동 여부를 분석하는 기구
A,기구·기계,A09000,내장 기능 대용기,A09290.01,심장박동기 리드 어댑터,4,이식형 심장박동기 리드의 커넥터를 심장박동기에 접속하기 위해 이용하는 어댑터.
A,기구·기계,A09000,내장 기능 대용기,A09300.01,심장박동기 백,3,심장박동기를 담는 이식형 기구. 심장박동기의 안정된 이식환경을 만들기 위한 백이다. 보통 폴리머 메쉬로 되어 있다.
A,기구·기계,A09000,내장 기능 대용기,A09310.01,비이식형 심장박동기 수리 교체 재료,3,"심장박동기의 이음줄 수리 또는 재연결에 사용하는 접착제, 밀봉제, 나사 등 비이식형 기구"
A,기구·기계,A09000,내장 기능 대용기,A09310.02,이식형 심장박동기 수리 교체 재료,4,"심장박동기의 이음줄 수리 또는 재연결에 사용하는 접착제, 밀봉제, 나사 등 이식형 기구"
A,기구·기계,A09000,내장 기능 대용기,A09320.01,인공 달팽이관 장치,3,"중증 청각 장애 환자의 청각의 일부를 회복할 목적으로 사용하는 기기로서  전극 어레이, 수신자극장치, 스피치 프로세서로 구성된다."
A,기구·기계,A09000,내장 기능 대용기,A09330.01,인공 신장 투석액 제조기,3,투석에 사용되는 인공신장투석액 제조 시 전기전도율제어 등을 통하여 투석형 분말용제 등을 소정의 농도로 용해시키기 위해 사용하는 기기
A,기구·기계,A10000,보육기,A10010.01,거치형 보육기,3,"신생아의 의료 환경을 개선하기 위해 사용하는 것으로서 견고한 박스 형태의 기기. 전원을 사용하는 히터, 공기 순환용 팬, 습도 조절을 위한 물탱크 등으로 구성되어 있으며 산소 접속구가 있는 것도 있다."
A,기구·기계,A10000,보육기,A10020.01,운반용 보육기,3,이동하는 동안 신생아의 의료 환경 개선을 위해 사용하는 것으로서 견고한 박스 형태의 기구
A,기구·기계,A10000,보육기,A10020.02,이동형 보육기,3,"이동하는 동안 신생아의 의료 환경 개선을 위해 사용하는 것으로서, 이동을 위한 바퀴가 있는 견고한 박스 형태의 기구"
A,기구·기계,A11000,진단용 엑스선 장치,A11010.01,전신용 전산화 단층 엑스선 촬영장치,2,복수의 X선 tube와 검출기를 이용하여 서로 다른 각도에서 얻어진 동일 평면상의 자료를 재조합하여 전신의 단층면 영상을 얻는 기구
A,기구·기계,A11000,진단용 엑스선 장치,A11010.02,부위 한정용 전산화 단층 엑스선 촬영장치,2,복수의 X선 tube와 검출기를 이용하여 서로 다른 각도에서 얻어진 동일 평면상의 자료를 재조합하여 두부에서 경부 또는 사지 등의 국소부위의 단층면 영상을 얻는 기구
A,기구·기계,A11000,진단용 엑스선 장치,A11010.03,치과용 전산화 단층 촬영 엑스선 장치,2,"진단을 목적으로 반도체 등을 이용하여 엑스선 투사 신호를 디지털로 전환하여  치아, 턱 등의 단층면 영상을 얻는 기구로서 치아, 턱 및 구강구조의 파노라마 화상을 촬영하도록 설계되어 있다."
A,기구·기계,A11000,진단용 엑스선 장치,A11010.04,암형 전산화 단층 엑스선 촬영장치,2,"뼈, 치아 등의 경조직 촬영을 목적으로 X선 tube와 검출기를 양 끝에 갖춘 지지구조로서 (암, C-Arm형)을 회전하여 서로 다른 각도에서 얻어진 동일 평면상의 자료를 재조합하여 전신 단층면의 영상을 얻는 기구"
A,기구·기계,A11000,진단용 엑스선 장치,A11010.05,일렉트론빔 엑스선 전산화 단층 촬영장치,2,복수의 X선 tube와 검출기를 이용하여 서로 다른 각도에서 얻어진 동일 평면상의 자료를 재조합하여 전신 단층면의 영상을 얻는 전자빔 주사방식 기구
A,기구·기계,A11000,진단용 엑스선 장치,A11020.01,진단용 엑스선 촬영장치,2,진단을 목적으로 엑스선을 이용하여 인체를 촬영하는 기구
A,기구·기계,A11000,진단용 엑스선 장치,A11030.01,형광판식 엑스선 투시 촬영장치,2,형광판을 사용하여 일반 진단을 목적으로 인체를 투시촬영을 하는 기구
A,기구·기계,A11000,진단용 엑스선 장치,A11040.01,진단용 엑스선 투시 촬영장치,2,이미지 인텐시화이어에 따라 인체 해부학적 구조의 엑스선상을 영상화하는 기구
A,기구·기계,A11000,진단용 엑스선 장치,A11040.02,이동형 엑스선 투시 촬영장치,2,이미지 인텐시화이어에 따라 인체 해부학적 구조의 엑스선 상을 영상화하는 기구로서 이동형이다.
A,기구·기계,A11000,진단용 엑스선 장치,A11050.01,단층 촬영용 엑스선 장치,2,인체의 특정 단면을 영상화하는 기구
A,기구·기계,A11000,진단용 엑스선 장치,A11060.01,유방 촬영용 엑스선 장치,2,진단을 목적으로 엑스선을 이용하여 여성의 가슴을 촬영하는 기구.
A,기구·기계,A11000,진단용 엑스선 장치,A11060.02,디지털 유방 촬영용 엑스선 장치,2,진단을 목적으로 반도체 등을 이용하여 여성의 가슴을 촬영하는 기구로서 엑스선 투사 신호를 디지털로 전환하여 영상화한다.
A,기구·기계,A11000,진단용 엑스선 장치,A11060.03,이동형 유방 촬영용 엑스선 장치,2,진단을 목적으로 엑스선을 이용하여 여성의 가슴을 촬영하는 기구로서 바퀴식 이동형이다.
A,기구·기계,A11000,진단용 엑스선 장치,A11060.04,이동형 디지털 유방 촬영용 엑스선 장치,2,진단을 목적으로 반도체 등을 이용하여 여성의 가슴을 촬영하는 바퀴식 이동형 기구로서 엑스선 투사 신호를 디지털로 전환하여 영상화한다.
A,기구·기계,A11000,진단용 엑스선 장치,A11060.05,포터블 유방 촬영용 엑스선 장치,2,진단을 목적으로 엑스선을 이용하여 여성의 가슴을 촬영하는 기구로서 다른 장소로 쉽게 이동할 수 있는 구조로 되어 있다.
A,기구·기계,A11000,진단용 엑스선 장치,A11060.06,포터블 디지털 유방 촬영용 엑스선 장치,2,진단을 목적으로 반도체 등을 이용하여 여성의 가슴을 촬영하는 이동형 기구로서 엑스선 투사 신호를 디지털로 전환하여 영상화한다.
A,기구·기계,A11000,진단용 엑스선 장치,A11070.01,간접 촬영용 엑스선 장치,2,작은 필름에 엑스선 상을 기록하는 장치로서 대량 검진에 사용한다
A,기구·기계,A11000,진단용 엑스선 장치,A11080.01,이동형 엑스선 촬영장치,2,진단을 위하여 엑스선을 발생시켜 제어하는 기구로서 이동할 수 있는 바퀴가 있다.
A,기구·기계,A11000,진단용 엑스선 장치,A11080.02,포터블 엑스선 촬영장치,2,진단을 위하여 엑스선을 발생시켜 제어하는 기구로서 다른 장소로 쉽게 이동할 수 있는 구조로 되어 있다.
A,기구·기계,A11000,진단용 엑스선 장치,A11090.01,이동형 디지털식 순환기용 엑스선 투시 진단장치,2,"조영제 주입 후 심장, 혈관계, 림프계를 영상화하는  이동형 디지털식  엑스선 투시 진단장치"
A,기구·기계,A11000,진단용 엑스선 장치,A11090.02,이동형 아날로그식 순환기용 엑스선 투시 진단장치,2,"조영제 주입 후 심장, 혈관계, 림프계를 영상화하는  이동형 아날로그식  엑스선 투시 진단장치"
A,기구·기계,A11000,진단용 엑스선 장치,A11090.03,거치형 디지털식 순환기용 엑스선 투시 진단장치,2,"조영제 주입 후 심장, 혈관계, 림프계를 영상화하는 거치형 디지털식 엑스선 투시 진단장치"
A,기구·기계,A11000,진단용 엑스선 장치,A11090.04,거치형 아날로그식 순환기용 엑스선 투시 진단장치,2,"조영제 주입 후 심장, 혈관계, 림프계를 영상화하는 거치형 아날로그식 엑스선 투시 진단장치"
A,기구·기계,A11000,진단용 엑스선 장치,A11100.01,전신용 엑스선 골밀도 측정기,3,뼈 또는 인접 조직에 엑스선을 투과하여 뼈의 밀도와 미네랄 함량을 측정하는 기구
A,기구·기계,A11000,진단용 엑스선 장치,A11100.02,부위 한정용 엑스선 골밀도 측정기,3,"손목, 발목 등 인체의 일부분의 뼈 또는 인접 조직에 엑스선을 투과하여 뼈의 밀도와 미네랄 함량을 측정하는 기구"
A,기구·기계,A11000,진단용 엑스선 장치,A11110.01,디지털 진단용 엑스선 촬영장치,2,반도체 등을 이용하여 엑스선 투사 신호를 디지털로 전환하여 영상화하는 기구로서 엑스선 발생부를 포함한다.
A,기구·기계,A11000,진단용 엑스선 장치,A11110.02,이동형 디지털 진단용 엑스선 촬영장치,2,반도체 등을 이용하여 엑스선 투사 신호를 디지털로 전환하여 영상화하는 기구로서 엑스선 발생부를 포함하며  이동할 수 있는 바퀴가 있다.
A,기구·기계,A11000,진단용 엑스선 장치,A11110.03,포터블 디지털 진단용 엑스선 촬영장치,2,반도체 등을 이용하여 엑스선 투사 신호를 디지털로 전환하여 영상화하는 기구로서 엑스선 발생부를 포함하며 다른 장소로 쉽게 이동할 수 있는 구조로 되어 있다.
A,기구·기계,A11000,진단용 엑스선 장치,A11110.04,디지털 치과 진단용 구강 내 엑스선 촬영장치,2,"진단을 목적으로 엑스선을 이용하여 구강내에 검출기를 위치시켜 치아, 턱 등을 촬영하는 기구"
A,기구·기계,A11000,진단용 엑스선 장치,A11110.05,디지털 치과 진단용 구강 외 엑스선 촬영장치,2,"진단을 목적으로 엑스선을 이용하여 구강외에 검출기를 위치시켜 치아, 턱 등을 촬영하는 기구"
A,기구·기계,A11000,진단용 엑스선 장치,A11110.06,디지털 치과 진단용 파노라마 엑스선 촬영장치,2,"진단을 목적으로 반도체 등을 이용하여 엑스선 투사 신호를 디지털로 전환하여 영상화하는 치아, 턱 등을 촬영하는 기구. 치아, 턱 및 구강구조의 파노라마(넓은 시계)화상을 촬영하도록 설계되어 있다."
A,기구·기계,A11000,진단용 엑스선 장치,A11120.01,치과 진단용 구강 내 엑스선 촬영장치,2,"진단을 목적으로 엑스선을 이용하여 구강 내에 필름을 위치시켜 치아, 턱 등을 촬영하는 기구."
A,기구·기계,A11000,진단용 엑스선 장치,A11120.02,치과 진단용 구강 외 엑스선 촬영장치,2,"진단을 목적으로 엑스선을 이용하여 구강 외에 필름을 위치시켜 치아, 턱 등을 촬영하는 기구."
